"alt_texts","annotation_id","annotator","created_at","date","id","lead_time","like_count","links","name","referenced_post_id","referenced_post_type","referenced_post_url","referenced_username","reply_count","repost_count","sentiment","text","updated_at","url","username" 
"['']",400,"1","2024-12-23T10:48:54.301353Z","2024-05-17 16:39:43.016000","3ksp5zutehk2h",9.785,1,"[]","Parti socialiste","","","","",0,1,"social","🏳️‍🌈​🏳️‍⚧️ En ce 17 mai, le PS, @hesfrance.bsky.social et @lesjeunessoc.bsky.social disent non aux haines LGBTQI+

+ 40% d'agressions physiques en 2023 : les discours de haine de la droite, l’extrême droite contribuent à l’explosion de ces chiffres.

Restons mobilisés pour l'égalité des droits !

#IDAHOT","2024-12-23T10:48:54.301353Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3ksp5zutehk2h","partisocialiste.bsky.social"
"['', '']",401,"1","2024-12-23T10:49:01.240928Z","2024-05-16 17:20:13.041000","3ksmpteqfu323",6.575,3,"[]","Parti socialiste","","","","",0,1,"outre-mer","🔴 Nouvelle-Calédonie : le courrier de @olivierfaure.bsky.social, Boris Vallaud et Patrick Kanner au Président de la République

Nous lui demandons la suspension sine die de l’examen du projet de loi constitutionnelle et qu'une mission de dialogue soit envoyée sur place sans délai.","2024-12-23T10:49:01.240928Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3ksmpteqfu323","partisocialiste.bsky.social"
"['']",402,"1","2024-12-23T10:49:05.407206Z","2024-05-16 16:25:06.578000","3ksmmqtnbex2r",3.828,0,"['https://france.tv/france-2/direct.html']","Parti socialiste","","","","",0,0,"autre","🎙️ Ce soir à 22h, Boris Vallaud participera à « L'Événement » consacré aux #Européennes2024 sur France 2. 

🔴 Pour suivre l'émission en direct : france.tv/france-2/dir... 

#LEvenement","2024-12-23T10:49:05.407206Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3ksmmqtnbex2r","partisocialiste.bsky.social"
"['']",403,"1","2024-12-23T10:49:14.138734Z","2024-05-16 12:38:52.271000","3ksma4c7bhd2y",8.379,0,"['https://www.parti-socialiste.fr/commission_nationale_sports_universite']","Parti socialiste","","","","",0,0,"social","🏆 Nouvelle visio de la Commission nationale Sports

À 17h, Maxime Sauvage reçoit Lily Rogier, présidente, et Lou Charlot, première VP générale de l'Anestaps sur le thème : « Sport à l'université, sport dans la société »

➡️ Pour recevoir le lien de connexion : www.parti-socialiste.fr/commission_n...","2024-12-23T10:49:14.138734Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3ksma4c7bhd2y","partisocialiste.bsky.social"
"['']",404,"1","2024-12-23T10:49:18.253875Z","2024-05-16 10:51:52.115000","3ksm24xdvqy2y",3.782,0,"[]","Parti socialiste","","","","",0,0,"social","🏳️‍🌈🏳️‍⚧️ Alors que les agressions LGBTIphobes sont en hausse, nous serons demain dans la rue pour marcher contre l'homophobie et la transphobie.

Rejoignez les cortèges près de chez vous !

#IDAHOT","2024-12-23T10:49:18.253875Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3ksm24xdvqy2y","partisocialiste.bsky.social"
"['']",405,"1","2024-12-23T10:49:21.377856Z","2024-05-15 20:05:03.266000","3kskil7b3hr2b",2.768,2,"['https://www.publicsenat.fr/direct']","Parti socialiste","","","","",0,0,"autre","🎙️ Demain matin à 8h00, Raphaël Glucksmann sera l'invité d'Oriane Mancini dans la matinale de Public Sénat. #BonjourChezVous

🔴 Pour suivre l'émission en direct : www.publicsenat.fr/direct

#RéveillerLEurope","2024-12-23T10:49:21.377856Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kskil7b3hr2b","partisocialiste.bsky.social"
"['']",406,"1","2024-12-23T10:49:33.394982Z","2024-05-15 16:25:43.264000","3ksk4cyzpvj2g",11.664,0,"['https://www.glucksmann2024.eu/programme', 'https://youtube.com/live/YAkWlrBJXPY?feature=share']","Parti socialiste","","","","",0,0,"institutions","🇪🇺 Découvrez notre programme pour « Réveiller l'Europe » !

➡️ www.glucksmann2024.eu/programme

Pour une Europe puissante, écologique, sociale, juste et intègre, rendez-vous le 9 juin !

📹️ Le replay de la conférence de presse : youtube.com/live/YAkWlrB...","2024-12-23T10:49:33.394982Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3ksk4cyzpvj2g","partisocialiste.bsky.social"
"['']",407,"1","2024-12-23T10:49:37.291325Z","2024-05-15 09:05:31.227000","3ksjdpuz4nq22",3.544,2,"['https://youtube.com/live/YAkWlrBJXPY']","Parti socialiste","","","","",0,0,"autre","🇪🇺 Découvrez notre programme pour « Réveiller L'Europe »

🔴 Rendez-vous à partir de 14h30 en direct pour notre conférence de presse en présence de Raphaël Glucksmann, @olivierfaure.bsky.social, Nora Mebarek, Aurore Lalucq, Christophe Clergeau et Thomas Pellerin-Carlin.

➡️ youtube.com/live/YAkWlrB...","2024-12-23T10:49:37.291325Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3ksjdpuz4nq22","partisocialiste.bsky.social"
"['']",408,"1","2024-12-23T10:49:40.959430Z","2024-05-14 09:10:08.544000","3ksgtj7jp4l23",3.31,0,"['https://www.parti-socialiste.fr/commission_nationale_sports_reinventer_le_sport']","Parti socialiste","","","","",0,0,"autre","🏆 Rendez-vous ce soir à 18h pour la prochaine visio de la Commission nationale Sports animée par Maxime Sauvage !

Nous échangerons avec Patrick Bayeux sur le thème : « Réinventer le sport : quelles propositions ? »

➡️ Pour recevoir le lien de connexion : www.parti-socialiste.fr/commission_n...","2024-12-23T10:49:40.959430Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3ksgtj7jp4l23","partisocialiste.bsky.social"
"['']",409,"1","2024-12-23T10:49:42.621536Z","2024-05-11 15:06:35.171000","3ks7vzsy43m2y",2.936,1,"['https://www.france.tv/france-3/direct.html']","Parti socialiste","","","","",0,0,"vie politique","🎙️ Demain à 12h, Raphaël Glucksmann sera l'invité de Francis Letellier dans « Dimanche en politique » sur France 3 !

🔴 Pour suivre l'émission en direct : www.france.tv/france-3/dir...

#RéveillerLEurope","2024-12-26T09:27:04.384722Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3ks7vzsy43m2y","partisocialiste.bsky.social"
"['']",410,"1","2024-12-23T10:49:43.905247Z","2024-05-06 18:53:11.073000","3krtqefnkc22j",2.003,3,"['https://www.rtl.fr/direct']","Parti socialiste","","","","",0,2,"vie politique","🎙️ Demain à 7h40, Raphaël Glucksmann sera l'invité de RTL. #RTLMatin

🔴 Pour suivre l'émission en direct : www.rtl.fr/direct

#RéveillerLEurope","2024-12-26T09:27:06.822577Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3krtqefnkc22j","partisocialiste.bsky.social"
"['']",411,"1","2024-12-23T10:49:48.884660Z","2024-05-06 10:02:01.747000","3krssomu4mc26",4.616,1,"[]","Parti socialiste","","","","",0,2,"international","🔴 Communiqué de presse

Alors que Xi Jinping visite la France, le PS interpelle E. Macron.

Nous dénonçons la répression contre les Ouïghours, exigeons la fin du travail forcé et demandons au Président de relayer les revendications des ONG.

– @olivierfaure.bsky.social @dylanboutiflat.bsky.social","2024-12-23T10:49:48.884660Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3krssomu4mc26","partisocialiste.bsky.social"
"['']",412,"1","2024-12-23T10:49:50.900357Z","2024-05-05 15:43:21.950000","3krqvc2p6a225",2.877,0,"['https://www.radiofrance.fr/franceinter/direct']","Parti socialiste","","","","",0,0,"vie politique","🎙️ Demain à 7h50, Raphaël Glucksmann sera l'invité de la matinale de @franceinter.bsky.social. #Le710Inter

🔴 Pour suivre l'émission en direct : www.radiofrance.fr/franceinter/...

#RéveillerLEurope","2024-12-26T09:27:10.303965Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3krqvc2p6a225","partisocialiste.bsky.social"
"['']",413,"1","2024-12-23T10:49:52.316623Z","2024-05-04 11:38:11.920000","3krnx4qnwkk26",2.045,1,"['https://www.rtl.fr/direct']","Parti socialiste","","","","",0,0,"vie politique","🎙️ Demain à 12h, Raphaël Glucksmann participera au débat des têtes de liste pour les #Européennes2024 organisé par RTL !

🔴 À suivre en direct ici : www.rtl.fr/direct

#RéveillerLEurope","2024-12-26T09:27:13.012548Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3krnx4qnwkk26","partisocialiste.bsky.social"
"['']",414,"1","2024-12-23T10:50:06.757628Z","2024-05-02 12:35:11.954000","3krizetnpq22g",14.089,0,"['https://www.conventions-socialistes.fr/audition_de_thomas_dumortier']","Parti socialiste","","","","",0,0,"police / justice","📣 Rendez-vous à 18h30 pour la première audition de la convention « Sécurité et prévention de la délinquance » 

Roger Vicot recevra Thomas Dumortier, juriste à la Commission nationale consultative des droits de l'homme (CNCDH).

➡️ Pour s'inscrire : www.conventions-socialistes.fr/audition_de_...","2024-12-23T10:50:06.757628Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3krizetnpq22g","partisocialiste.bsky.social"
"['']",415,"1","2024-12-23T10:50:16.150715Z","2024-04-30 14:38:32.970000","3kre7dkn7ms22",9.007,1,"[]","Parti socialiste","","","","",0,1,"pouvoir d’achat","✊ Demain, nous serons dans la rue partout en France, aux côtés de nos partenaires de Place publique, pour #RéveillerLEurope du pouvoir d'achat !

#1erMai","2024-12-23T10:50:16.150715Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kre7dkn7ms22","partisocialiste.bsky.social"
"['']",416,"1","2024-12-23T10:50:17.901016Z","2024-04-25 16:28:49.784000","3kqxt65rs3h2b",3.771,1,"['https://www.bfmtv.com/en-direct/']","Parti socialiste","","","","",0,1,"vie politique","🎙️ Demain à 8h30, Raphaël Glucksmann sera l'invité du #FaceÀFace de Apolline de Malherbe sur RMC et BFM TV !

🔴 Pour suivre l'émission en direct : www.bfmtv.com/en-direct/

#RéveillerLEurope","2024-12-26T09:27:16.817721Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kqxt65rs3h2b","partisocialiste.bsky.social"
"['']",417,"1","2024-12-23T10:50:32.607588Z","2024-04-25 12:09:53.291000","3kqxep4ykhl23",14.32,1,"[]","Parti socialiste","","","","",0,0,"international","🔴 Communiqué de presse

Avec @lesjeunessoc.bsky.social, nous célébrons les 50 ans de la révolution des Œillets aux côtés des Portugais et saluons la mémoire de celles et ceux qui ont combattu le régime de Salazar.

– @olivierfaure.bsky.social @dylanboutiflat.bsky.social @emmarafowicz.bsky.social","2024-12-23T10:50:32.607588Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kqxep4ykhl23","partisocialiste.bsky.social"
"['']",418,"1","2024-12-23T10:50:34.393781Z","2024-04-23 18:32:16.029000","3kqsz4zu5us2i",3.064,2,"['https://www.france.tv/france-2/direct.html']","Parti socialiste","","","","",0,0,"vie politique","🎙️ Demain à 7h35, Raphaël Glucksmann sera l'invité des « 4 Vérités » dans Télématin sur France 2 !

🔴 Pour suivre l'émission en direct : www.france.tv/france-2/dir...

#Les4V","2024-12-26T09:27:20.357417Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kqsz4zu5us2i","partisocialiste.bsky.social"
"['']",419,"1","2024-12-23T10:50:47.848036Z","2024-04-23 10:22:20.588000","3kqs5qybp2w2s",13.073,1,"[]","Parti socialiste","","","","",0,2,"social","🏳️‍🌈 Il y a 11 ans, la loi ouvrant le mariage aux couples de personnes de même sexe était définitivement adoptée, un combat pour l'égalité mené par les socialistes et la gauche.

Aujourd'hui, nous continuons de militer pour l’égalité réelle et l’émancipation.

#MariagePourTous","2024-12-23T10:50:47.848036Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kqs5qybp2w2s","partisocialiste.bsky.social"
"[]",420,"1","2024-12-23T10:51:04.236296Z","2024-04-19 18:33:59.009000","3kqixeg5nxs2y",16.034,3,"['https://www.parti-socialiste.fr/100_jours_matignon_l_autorite_pour_masquer_l_auserite']","Parti socialiste","","","","",0,2,"éducation","🖋️ Billet | « 100 jours à Matignon : l'autorité pour masquer l'austérité » par Yannick Trigance

Dans son discours sur l’autorité à Viry-Châtillon, Gabriel Attal n'a apporté aucune solution aux maux qui rongent notre système éducatif.

➡️ www.parti-socialiste.fr/100_jours_ma...","2024-12-23T10:51:04.236296Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kqixeg5nxs2y","partisocialiste.bsky.social"
"[]",421,"1","2024-12-23T10:51:13.732305Z","2024-04-17 16:40:46.716000","3kqdq45rk6o24",9.128,1,"['https://www.parti-socialiste.fr/la_culture_est_aussi_dans_le_viseur_de_bercy']","Parti socialiste","","","","",0,0,"culture et médias","🖋️ Billet | « La Culture est (aussi) dans le viseur de Bercy » par Charline Claveau

Le secteur culturel connaît un empilement de crises, c'est notre fameuse exception culturelle française qui est menacée de disparition ⤵️
www.parti-socialiste.fr/la_culture_e...","2024-12-23T10:51:13.732305Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kqdq45rk6o24","partisocialiste.bsky.social"
"['']",422,"1","2024-12-23T10:51:15.863387Z","2024-04-16 17:43:49.242000","3kqbd5xjm5p2h",2.7809999999999997,3,"['https://www.tf1.fr/tf1/direct']","Parti socialiste","","","","",0,1,"vie politique","🎙️ Demain matin à 8h10, Raphaël Glucksmann sera l'invité de Adrien Gindre dans #BonjourLaMatinaleTF1 sur TF1. #EnTouteFranchise

🔴 Pour suivre l'émission en direct : www.tf1.fr/tf1/direct

#RéveillerLEurope","2024-12-26T09:27:22.676481Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kqbd5xjm5p2h","partisocialiste.bsky.social"
"[]",423,"1","2024-12-23T10:51:24.875403Z","2024-04-15 18:45:43.120000","3kq6w5psfgh2y",8.623,3,"['https://youtu.be/j9pDOZz7sOM']","Parti socialiste","","","","",0,0,"environnement","🟢 Nous étions plus de 3 000 à Nantes pour lancer la #RévolutionÉcologique avec Raphaël Glucksmann, @olivierfaure.bsky.social et Johanna Rolland !

« Les énergies renouvelables sont un enjeu climatique. Elles sont aussi un enjeu géopolitique. »

Merci à toutes et tous !

📹 youtu.be/j9pDOZz7sOM","2024-12-23T10:51:24.875403Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kq6w5psfgh2y","partisocialiste.bsky.social"
"['']",424,"1","2024-12-23T10:51:28.102084Z","2024-04-14 16:53:30.287000","3kq47g5fgq726",2.855,6,"['https://www.parti-socialiste.fr/reaction_du_parti_socialiste_l_attaque_de_la_republique_islamique_d_iran_contre_l_etat_d_israel']","Parti socialiste","","","","",0,1,"international","🔴 Communiqué de presse

Le Parti socialiste condamne l’attaque lancée par l’Iran contre l’État d’Israël, exprime sa solidarité au peuple israélien et appelle à la désescalade immédiate pour éviter un embrasement régional.

➡️ www.parti-socialiste.fr/reaction_du_...","2024-12-23T10:51:28.102084Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kq47g5fgq726","partisocialiste.bsky.social"
"['']",425,"1","2024-12-23T10:51:30.088908Z","2024-04-11 16:44:16.341000","3kpuniushu22q",2.542,2,"['https://www.radiofrance.fr/franceinter/direct']","Parti socialiste","","","","",0,1,"vie politique","🎙️ Demain matin à 8h20, Raphaël Glucksmann sera face à Jordan Bardella sur France Inter !

🔴 À suivre en direct ici : www.radiofrance.fr/franceinter/...

📲 Réagissez avec #Le710Inter sur les réseaux sociaux","2024-12-26T09:27:24.789025Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kpuniushu22q","partisocialiste.bsky.social"
"['']",426,"1","2024-12-23T10:51:31.838494Z","2024-04-10 14:20:39.744000","3kpruz5wgzg24",2.2359999999999998,2,"['https://www.france24.com/fr/direct']","Parti socialiste","","","","",0,0,"vie politique","🎙️ À 19h00, Raphaël Glucksmann participera au grand débat organisé par France 24 et RFI entre les têtes de liste pour les élections européennes.

🔴 Pour suivre le débat en direct : www.france24.com/fr/direct","2024-12-26T09:27:26.903085Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kpruz5wgzg24","partisocialiste.bsky.social"
"['']",427,"1","2024-12-23T10:51:52.974700Z","2024-04-08 18:28:30.606000","3kpnbwivg2z26",11.035,2,"[]","Parti socialiste","","","","",0,1,"institutions","🗳️ Nous apportons tout notre soutien à Karim Srikah qui, avec ses nombreux alliés de gauche, est arrivé en tête du premier tour de l'élection départementale partielle sur le canton Clermont 1.

Aucune voix ne doit manquer pour battre l'extrême droite dimanche prochain !","2024-12-23T10:51:52.974700Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kpnbwivg2z26","partisocialiste.bsky.social"
"[]",428,"1","2024-12-23T10:52:05.450423Z","2024-04-08 16:38:30.665000","3kpn3rt6q3o22",12.108,2,"['https://www.parti-socialiste.fr/enseignement_privd_sous_contrat_la_mixitd_sociale_et_scolaire_ne_doit_plus_etre_une_option']","Parti socialiste","","","","",0,1,"{""choices"":[""social"",""éducation""]}","🖋️ Billet | « Enseignement privé sous contrat : la mixité sociale et scolaire ne doit plus être une option » par Yannick Trigance

« Il y a urgence à intégrer à l’effort de mixité sociale un secteur privé outrageusement financé sur les deniers publics » ⤵️
www.parti-socialiste.fr/enseignement...","2024-12-23T10:52:05.450423Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kpn3rt6q3o22","partisocialiste.bsky.social"
"['', '']",429,"1","2024-12-23T10:52:12.213909Z","2024-04-06 18:01:15.268000","3kpi7hwf3j32q",6.398,3,"['https://www.parti-socialiste.fr/le_parti_socialiste_reitere_sa_demande_d_un_embargo_sur_les_armes_et_munitions_israel']","Parti socialiste","","","","",0,1,"international","🔴 Communiqué de presse

Le Parti socialiste réitère sa demande au Président de la République, de garantir la mise en œuvre immédiate et totale d’un embargo sur les armes et munitions à Israël.

➡️ www.parti-socialiste.fr/le_parti_soc...","2024-12-23T10:52:12.213909Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kpi7hwf3j32q","partisocialiste.bsky.social"
"['']",430,"1","2024-12-23T10:52:15.694078Z","2024-04-06 11:54:37.028000","3kphkydaa4z2t",4.587,1,"['https://www.parti-socialiste.fr/elections_europeennes_meeting_nantes']","Parti socialiste","","","","",0,0,"vie politique","📣 Dans une semaine, nous serons toutes et tous à Nantes pour un meeting autour de Raphaël Glucksmann, @olivierfaure.bsky.social, Johanna Rolland et nos candidat·e·s. Rejoignez-nous !

➡️ Pour s’inscrire : www.parti-socialiste.fr/elections_eu...","2024-12-26T09:27:29.518806Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kphkydaa4z2t","partisocialiste.bsky.social"
"['']",431,"1","2024-12-23T10:52:17.597698Z","2024-04-05 10:10:49.771000","3kpeupt2wnp2b",2.58,0,"['https://www.rtl.fr/direct']","Parti socialiste","","","","",0,0,"vie politique","🎙️ Dimanche à 12h, Raphaël Glucksmann sera l'invité du « Grand Jury » sur RTL !

🔴 Pour suivre l'émission en direct : www.rtl.fr/direct","2024-12-26T09:27:32.688050Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kpeupt2wnp2b","partisocialiste.bsky.social"
"['']",432,"1","2024-12-23T10:52:30.202899Z","2024-04-04 18:34:14.757000","3kpdaf3f2ru22",12.26,1,"['https://www.parti-socialiste.fr/greve_des_travailleurs_sociaux_ne_laissons_pas_leur_detresse_dans_l_indifference']","Parti socialiste","","","","",0,0,"{""choices"":[""social"",""santé""]}","🔴 Communiqué de presse

Les métiers du soin et du lien sont nécessaires au bon fonctionnement de notre société. À la détresse des professionnels, ne répondons pas par l’indifférence !

– Olivier Faure, Isabelle Santiago

➡️ www.parti-socialiste.fr/greve_des_tr...","2024-12-23T10:52:30.202899Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kpdaf3f2ru22","partisocialiste.bsky.social"
"['']",433,"1","2024-12-23T10:52:35.798174Z","2024-04-02 13:15:35.965000","3kp5nnhe7k62z",6.062,5,"['https://www.france.tv/france-2/direct.html']","Parti socialiste","","","","",0,1,"vie politique","🎙️ Ce soir, juste après le JT de 20h, Raphaël Glucksmann sera l'invité de Caroline Roux dans « L'Événement » sur France 2 !

🔴 Pour suivre l'émission en direct : www.france.tv/france-2/dir...","2024-12-26T09:27:34.838730Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kp5nnhe7k62z","partisocialiste.bsky.social"
"['']",434,"1","2024-12-23T10:52:38.396975Z","2024-03-28 16:47:31.928000","3korh5sw3r42u",3.102,10,"['https://www.francetvinfo.fr/en-direct/tv.html']","Parti socialiste","","","","",0,9,"vie politique","🎙️ Demain à 8h30, Raphaël Glucksmann sera l'invité de l'émission spéciale « Demain l'Europe » sur Franceinfo.

🔴 À suivre en direct ici : www.francetvinfo.fr/en-direct/tv...","2024-12-26T09:27:37.058085Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3korh5sw3r42u","partisocialiste.bsky.social"
"['']",435,"1","2024-12-23T10:53:19.639166Z","2024-03-27 18:58:30.651000","3kop5z52une2i",40.88,11,"['https://www.parti-socialiste.fr/ceta_le_gouvernement_confisque_le_debat_l_assemblee_nationale']","Parti socialiste","","","","",0,10,"{""choices"":[""international"",""économie""]}","🔴 Communiqué de presse

Après le rejet du CETA par le Sénat, le Gouvernement a décidé de ne pas transmettre le texte à l’Assemblée nationale avant les européennes, un déni de démocratie qui en dit long sur la fébrilité de la majorité sur cet enjeu.

➡️ www.parti-socialiste.fr/ceta_le_gouv...","2024-12-23T10:53:19.639166Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kop5z52une2i","partisocialiste.bsky.social"
"[]",436,"1","2024-12-23T10:53:27.700092Z","2024-03-26 18:23:25","3komllgmrdo2b",7.664,9,"['https://youtu.be/om1P9i8FPCQ']","Parti socialiste","","","","",0,8,"international","🤩 Tournefeuille, merci !

Nous pouvons faire émerger une Europe plus juste, plus forte, plus digne.

Ensemble, nous allons réveiller l'Europe !

📹 youtu.be/om1P9i8FPCQ","2024-12-23T10:53:27.700092Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3komllgmrdo2b","partisocialiste.bsky.social"
"['']",437,"1","2024-12-23T10:53:39.209383Z","2024-03-25 17:46:13.201000","3kojyzysivu23",11.132,5,"['https://www.parti-socialiste.fr/deficit_public_le_parti_socialiste_appelle_a_renoncer_a_un_tournant_austeritaire_et_exige_la_taxation_des_superprofits']","Parti socialiste","","","","",0,0,"fiscalité","🔴 Communiqué de presse

Alors que le Gouvernement s'apprête à réduire les dépenses publiques au détriment des plus fragiles, nous appelons à la taxation des superprofits, des grandes fortunes et à la remise à plat de notre modèle fiscal injuste.

➡️ www.parti-socialiste.fr/deficit_publ...","2024-12-23T10:53:39.209383Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kojyzysivu23","partisocialiste.bsky.social"
"['']",438,"1","2024-12-23T10:53:44.506622Z","2024-03-13 17:26:23.493000","3knlsdikbvk2u",5.919,13,"['https://www.publicsenat.fr/direct']","Parti socialiste","","","","",0,10,"vie politique","🇪🇺 Demain à partir de 17h, notre tête de liste Raphaël Glucksmann participera au débat organisé par Public Sénat pour les élections #Européennes2024.

🔴 Pour suivre le débat : www.publicsenat.fr/direct

📲 Régissez en direct avec #LeGrandDébat sur les réseaux sociaux","2024-12-26T09:27:39.553948Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3knlsdikbvk2u","partisocialiste.bsky.social"
"['', '']",439,"1","2024-12-23T10:53:49.986483Z","2024-03-12 15:45:13.668000","3knj47odah22q",5.085,11,"[]","Parti socialiste","","","","",0,8,"international","🔴 Communiqué de presse

Le PS votera pour l’accord de coopération en matière de sécurité avec l’Ukraine mais nous ne donnerons pas quitus au gouvernement.

Nous réaffirmons notre soutien à la résistance ukrainienne qui fait face depuis plus de 10 ans à l'agression de Poutine.","2024-12-23T10:53:49.986483Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3knj47odah22q","partisocialiste.bsky.social"
"['']",440,"1","2024-12-23T10:53:52.169143Z","2024-03-11 17:23:01.642000","3kngr7n3kqb2g",2.817,3,"[]","Parti socialiste","","","","",0,4,"vie politique","🎙️ Ce soir à partir de 19h15, Raphaël Glucksmann sera l'invité de Quotidien !","2024-12-26T09:27:41.788711Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kngr7n3kqb2g","partisocialiste.bsky.social"
"['', '']",441,"1","2024-12-23T10:54:04.361841Z","2024-03-11 16:33:55.983000","3kngohtyqur2q",11.819,17,"[]","Parti socialiste","","","","",0,13,"social","🇪🇺 Victoire !

Jusqu'au bout le gouvernement d'Emmanuel Macron aura tenté de faire échouer le texte pour protéger les travailleurs des plateformes.

Mais grâce aux socialistes européens, plus de 4 millions de travailleurs vont enfin bénéficier d'un statut et d'une protection sociale.","2024-12-23T10:54:04.361841Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kngohtyqur2q","partisocialiste.bsky.social"
"['']",442,"1","2024-12-23T11:02:17.341881Z","2024-03-11 13:58:47.821000","3kngfslb3cs2d",491.768,15,"[]","Parti socialiste","","","","",0,10,"{""choices"":[""social"",""institutions""]}","🚀 La dynamique est lancée !

Dans le sondage Ipsos pour @lemonde.fr, notre liste conduite par Raphaël Glucksmann confirme sa place en tête des intentions de vote à gauche.

Pour ces élections européennes, nous sommes la seule alternative à la droite conservatrice et ultra-libérale !","2024-12-23T11:02:17.341881Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kngfslb3cs2d","partisocialiste.bsky.social"
"['']",443,"1","2024-12-23T11:02:23.605898Z","2024-03-09 19:18:33.977000","3knbwqf7tgc2z",8.219999999999999,12,"['https://www.parti-socialiste.fr/elections_europeennes_meeting_toulouse']","Parti socialiste","","","","",0,8,"vie politique","🇪🇺 Nous vous attendons nombreuses et nombreux à Tournefeuille le dimanche 24 mars à partir de 15h30 autour de Raphaël Glucksmann !

➡️ Pour s'inscrire : www.parti-socialiste.fr/elections_eu...","2024-12-26T09:27:45.390918Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3knbwqf7tgc2z","partisocialiste.bsky.social"
"['', '', '', '']",444,"1","2024-12-23T11:02:41.978671Z","2024-03-08 16:44:57.346000","3kn75osedoc2g",18.008,11,"[]","Parti socialiste","","","","",0,8,"{""choices"":[""social"",""institutions""]}","🟣 Nous étions aujourd'hui dans la rue avec nos partenaires de Place publique pour l'égalité et les droits des femmes !

Après la victoire historique de l'inscription de l'IVG dans la Constitution, le combat continue pour une France et une Europe féministes.","2024-12-23T11:02:41.978671Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kn75osedoc2g","partisocialiste.bsky.social"
"['']",445,"1","2024-12-23T11:02:51.038997Z","2024-03-08 13:37:58.425000","3kn6tagzgoc2b",8.67,13,"[]","Parti socialiste","","","","",0,10,"international","Rien ne saurait justifier les attaques terroristes du 7 octobre 2023 du Hamas.

Rien n'autorise en retour le massacre aveugle des Palestiniens de Gaza au mépris du droit international.

Demain, marchons pour un cessez-le-feu immédiat et pour la libération des otages !","2024-12-23T11:02:51.038997Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kn6tagzgoc2b","partisocialiste.bsky.social"
"[""Pétition\\n\\nL'IVG accessible pour toutes, partout !\\n\\nInscrivons l'IVG dans le droit européen !""]",446,"1","2024-12-23T11:03:07.646400Z","2024-03-07 18:06:10.724000","3kn4rr4i2ss2a",16.258,10,"['https://www.parti-socialiste.fr/ivg_europe']","Parti socialiste","","","","",0,10,"{""choices"":[""social"",""institutions""]}","🟣 Inscrivons l'IVG dans le droit européen !

De même que nous avons obtenu la constitutionnalisation de l’IVG en France, protégeons ce droit en Europe en l’inscrivant dans le droit européen.

Notre pétition → www.parti-socialiste.fr/ivg_europe","2024-12-23T11:03:07.646400Z","https://bsky.app/profile/partisocialiste.bsky.social/post/3kn4rr4i2ss2a","partisocialiste.bsky.social"
