inner_id;topic;topic_idx;data.text;data.name;file_upload;id;data.url;data.username;data.date
477;"[""social""]";[11];"🏠 70 ans après l’appel de l’Abbé Pierre, la Fondation alerte sur l'explosion du mal logement en France.

Dans ce contexte, l'annonce de Gabriel Attal de remettre en cause la loi SRU et les obligations en matière de logement social est une folie.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;477;https://bsky.app/profile/partisocialiste.bsky.social/post/3kkdxq5dkyh2f;partisocialiste.bsky.social;2024-02-01 10:26:03.979000
478;"[""économie"",""social""]";[3,11];"🌹 Un socialiste, un combat

Dominique Potier se bat pour réduire les écarts de rémunération au sein des entreprises.

Il propose de créer un facteur 12 : un écart de maximal de 1 à 12 entre les salaires les plus modestes et les plus élevés.

➡️ www.public.crm-blum.org

📹 youtube.com/shorts/fZvid...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;478;https://bsky.app/profile/partisocialiste.bsky.social/post/3kkcapeajzq2f;partisocialiste.bsky.social;2024-01-31 18:01:21.829000
479;"[""social"",""institutions""]";[11,6];"🟣 Victoire !

L'Assemblée nationale vient de voter en faveur de l’inscription de la liberté de recourir à l’IVG dans la Constitution.

Nous continuons le combat aux côtés des associations féministes pour que ce vote soit confirmé par le Sénat.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;479;https://bsky.app/profile/partisocialiste.bsky.social/post/3kk7smul2b226;partisocialiste.bsky.social;2024-01-30 18:44:06.439000
480;"[""éducation""]";[4];"🧑‍🏫 Nous soutenons l'appel à la mobilisation lancé par les principaux syndicats enseignants de l'Éducation nationale.

Jeudi, nous appelons à rejoindre les cortèges partout en France pour défendre l'école publique.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;480;https://bsky.app/profile/partisocialiste.bsky.social/post/3kk4y4blwls2g;partisocialiste.bsky.social;2024-01-29 15:44:12.506000
481;"[""international"",""économie""]";[8,3];"❌ En pleine négociation d'un accord commercial entre l'Union européenne et le Mercosur, les socialistes s'y opposent fermement.

Nous alertons sur les risques pour nos agriculteurs et pour l'environnement.

La France doit agir pour stopper ces négociations délétères.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;481;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjuxb7ydt22w;partisocialiste.bsky.social;2024-01-26 11:07:47.317000
482;"[""santé""]";[13];"🌹 Une socialiste, un combat

Un·e Français·e sur 3 peut connaître dans sa vie un problème psychique.

Chantal Jourdan se bat pour déstigmatiser le trouble psychique et le handicap, et faciliter l'accès aux professionnels près de chez soi.

➡️ www.public.crm-blum.org

📹 youtube.com/shorts/4_z0g...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;482;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjunjpfsms2e;partisocialiste.bsky.social;2024-01-26 08:13:34.305000
483;"[""immigration""]";[7];"🔴 La censure prononcée par le Conseil constitutionnel ne blanchit pas les macronistes qui ont cédé aux idées d'Éric Ciotti et Marine Le Pen.

Nous demandons le retrait total de la loi immigration.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;483;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjt73lxq4k2u;partisocialiste.bsky.social;2024-01-25 18:22:29.040000
484;"[""immigration""]";[7];"🔴 Communiqué de presse

« Nous appelons le Président de la République et le Gouvernement à prendre acte de cette défaite et à mettre fin à ce naufrage républicain en retirant la loi immigration. »

➡️ www.parti-socialiste.fr/loi_immigrat...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;484;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjt2eamffc24;partisocialiste.bsky.social;2024-01-25 16:57:50.375000
485;"[""immigration""]";[7];"🔴🏛️ Le Conseil constitutionnel censure largement la loi immigration, un naufrage pour le gouvernement qui a cédé à la droite et l'extrême droite et fragilisé notre République.

Nous appelons au retrait définitif de cette loi.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;485;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjszhkkphc25;partisocialiste.bsky.social;2024-01-25 16:41:47.783000
486;"[""économie""]";[3];"🚜 Face à la colère des agriculteurs, les sénatrices et sénateurs socialistes demandent la création d'une commission d'enquête sur les revenus agricoles.

Il est temps de poser un diagnostic clair qui devra servir de base pour une agriculture durable et rémunératrice.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;486;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjseftvwss2h;partisocialiste.bsky.social;2024-01-25 10:25:01.885000
487;"[""pouvoir d’achat"",""institutions""]";[10,6];"✅ La proposition de loi socialiste visant à protéger EDF d’un démembrement vient d’être adoptée en deuxième lecture au Sénat !

Elle prévoit un tarif réglementé de l’électricité pour les agriculteurs et les TPE.

Nous continuons le combat pour une adoption définitive !";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;487;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjqlt5z6vs2a;partisocialiste.bsky.social;2024-01-24 17:32:25.389000
488;"[""institutions""]";[6];"🟣 À partir de 15h00, l'Assemblée nationale débattra de l'inscription du droit à l'IVG dans la Constitution.

Alors que les conservateurs estiment que ce droit n'est pas menacé, nous continuons de nous battre aux côtés des associations pour qu'il soit garanti.

Il est temps !";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;488;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjq6epenyv2i;partisocialiste.bsky.social;2024-01-24 13:31:41.644000
489;"[""social""]";[11];"🔴 Communiqué de presse

« Les causes de la souffrance du monde paysan sont moins les normes que les dérégulations, les marges abusives, la concurrence déloyale : autrement dit, les effets les plus néfastes du libéralisme. »

➡️ www.parti-socialiste.fr/mouvement_so...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;489;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjplt7xa3t25;partisocialiste.bsky.social;2024-01-24 07:59:47.714000
490;"[""économie"",""social""]";[3,11];"🚜 Les agriculteurs sont victimes du libéralisme plus que des normes.

Notre combat est contre la concurrence déloyale, le libre échange dérégulé.

Notre combat est pour une agriculture de qualité, respectueuse de l’environnement, permettant à nos agriculteurs de vivre dignement.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;490;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjnznd57he2h;partisocialiste.bsky.social;2024-01-23 17:01:42.638000
491;"[""économie"",""social""]";[3,11];"Drame en Ariège.

Nos pensées vont aux victimes et à leurs proches.

Solidarité avec nos agricultrices et nos agriculteurs.

Nous sommes à leurs côtés dans leur combat contre la concurrence déloyale, pour le partage de la valeur et celui de la terre.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;491;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjniwxt35h2m;partisocialiste.bsky.social;2024-01-23 12:02:52.722000
492;"[""pouvoir d’achat""]";[10];⚡️ Contre la hausse de 10 % annoncée par le Gouvernement sur les factures, Philippe Brun et les député·e·s socialistes et apparentés se mobilisent et déposent une proposition de loi pour geler les taxes sur l’électricité.;Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;492;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjlle5d3hk2h;partisocialiste.bsky.social;2024-01-22 17:40:42.659000
493;"[""international"",""institutions""]";[8,6];"🇺🇸 Caucus, primaires, grands électeurs, la possibilité de la réélection de Trump, vous voulez mieux comprendre la politique américaine ?

Rendez-vous demain à 18h pour la visio du Cercle international avec Corinne Narassiguin ➡️ www.parti-socialiste.fr/cercle_inter...

– @dylanboutiflat.bsky.social";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;493;https://bsky.app/profile/partisocialiste.bsky.social/post/3kje6rhqj3u2q;partisocialiste.bsky.social;2024-01-19 19:06:52.999000
494;"[""immigration""]";[7];"🗞️ Tribune | « Le 21 janvier, nous serons dans la rue » par 321 maires et président·e·s de collectivités de gauche

Fidèles aux valeurs de solidarités, de fraternité et d'accueil, ils appellent à manifester pour demander l’abandon de la loi immigration.

➡️ www.liberation.fr/idees-et-deb...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;494;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjd7lyhhgg2o;partisocialiste.bsky.social;2024-01-19 09:49:03.210000
495;"[""immigration""]";[7];"✊ Contre la loi immigration, le combat continue !

Retrouvons-nous dimanche à 14h place du Trocadéro à Paris et partout en France pour marcher pour la liberté, l'égalité et la fraternité.

➡️ Tous les lieux de rendez-vous à travers le pays : 21janvier.fr";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;495;https://bsky.app/profile/partisocialiste.bsky.social/post/3kjavr5eoip2e;partisocialiste.bsky.social;2024-01-18 11:47:39.245000
496;"[""environnement""]";[2];"🌹 Un socialiste, un combat

En 2022, seulement 3,6 % du temps médiatique pendant l'élection présidentielle était consacré à l'écologie.

Stéphane Delautrette se bat pour que le traitement médiatique soit à la hauteur de l'urgence climatique.

➡️ www.public.crm-blum.org

📹 youtu.be/381EpCAoYCc";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;496;https://bsky.app/profile/partisocialiste.bsky.social/post/3kj72fx4mq32y;partisocialiste.bsky.social;2024-01-17 18:05:32.811000
497;"[""social""]";[11];"Une décision politique qui va à l'encontre de la promesse d'un accès gratuit à l'ensemble du réseau inscrite dans le dossier de candidature pour Paris 2024.

Cette loi sera portée par @olivierfaure.bsky.social et Jérôme Guedj lors de la niche parlementaire des député·e·s socialistes le 29 février.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;497;https://bsky.app/profile/partisocialiste.bsky.social/post/3kj6ts7oms725;partisocialiste.bsky.social;2024-01-17 16:07:08.246000
498;"[""pouvoir d’achat""]";[10];"🏛️🔴 Les député·e·s socialistes proposent le gel du prix des transports franciliens pendant les Jeux Olympiques et Paralympiques.

Suite à l'annonce par Valérie Pécresse du doublement du prix du ticket, nous proposons d'agir pour protéger le pouvoir d’achat des usagers.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;498;https://bsky.app/profile/partisocialiste.bsky.social/post/3kj6tpsjen72h;partisocialiste.bsky.social;2024-01-17 16:05:47.328000
499;"[""social""]";[11];"🖋️ Billet | « Sans-abrisme, politique du logement : les promesses non tenues d’Emmanuel Macron » par Nesrine Rezzag Bara, Iñaki Echaniz, Sébastien Baguerey

Nous pouvons « marquer un tournant décisif dans la lutte contre la pauvreté et la précarité en France. »
www.parti-socialiste.fr/sans_abrisme...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;499;https://bsky.app/profile/partisocialiste.bsky.social/post/3kj4ixh4fmw2m;partisocialiste.bsky.social;2024-01-16 17:47:53.168000
500;"[""immigration""]";[7];"🔴 Contre la loi immigration, marchons pour la liberté, l'égalité et la fraternité !

Nous serons dans la rue dimanche 21 janvier pour demander la non-promulgation de cette loi qui précarise et stigmatise les immigré·e·s.

➡️ Rejoindre l'appel des 201 : 21janvier.fr";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;500;https://bsky.app/profile/partisocialiste.bsky.social/post/3kisgbipe5j2g;partisocialiste.bsky.social;2024-01-12 17:33:11.780000
501;"[""pouvoir d’achat""]";[10];"🔴⚡️ Les prix de l'électricité baissent, mais votre facture devrait augmenter en février jusqu’à + 10 % !

Le gouvernement a annoncé une augmentation des taxes.

En pleine vague de froid et alors que le pouvoir d'achat des Français·es baisse, cette décision n'est pas acceptable !";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;501;https://bsky.app/profile/partisocialiste.bsky.social/post/3kipc5t42oc2x;partisocialiste.bsky.social;2024-01-11 11:41:34.286000
502;"[""social""]";[11];"🌹 Une socialiste, un combat

Avec les députés socialistes, Isabelle Santiago se bat pour rendre obligatoire l’accompagnement des jeunes issus de l’Aide sociale à l’enfance de 18 à 25 ans.

Un combat essentiel pour aider ces jeunes les plus fragiles.

➡️ www.public.crm-blum.org

🎥 youtu.be/0cj0kIKFAHM";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;502;https://bsky.app/profile/partisocialiste.bsky.social/post/3kingzaczzt23;partisocialiste.bsky.social;2024-01-10 18:03:09.591000
503;"[""autre""]";[0];"✨ Les bonnes résolutions militantes, pour une année 2024 engagée !

3️⃣ Vous êtes déjà militant·e ? Convainquez vos ami·e·s de rejoindre nos combats en les faisant adhérer : www.public.crm-blum.org";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;503;https://bsky.app/profile/partisocialiste.bsky.social/post/3kincvyfccs2t;partisocialiste.bsky.social;2024-01-10 16:49:45.655000
504;"[""autre""]";[0];"Louis Le Pensec nous a quittés.

Figure emblématique des socialistes bretons et pilier des gouvernements Mitterrand, il a marqué la politique par son sens du dialogue et de l’intérêt général.

Sa fidélité aux idées socialistes et son engagement resteront exemplaires.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;504;https://bsky.app/profile/partisocialiste.bsky.social/post/3kimrlnkjww23;partisocialiste.bsky.social;2024-01-10 11:39:45.113000
505;"[""autre""]";[0];"✨ Les bonnes résolutions militantes, pour une année 2024 engagée !

2️⃣ Qu’ils soient déjà engagés, sympathisants ou juste intéressés, n’hésitez pas à inviter vos amis à s’abonner à notre newsletter : www.parti-socialiste.fr/rejoindre_la...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;505;https://bsky.app/profile/partisocialiste.bsky.social/post/3kikxk332qp2w;partisocialiste.bsky.social;2024-01-09 18:20:55.147000
506;"[""social"",""institutions""]";[11,6];"🗞️ Tribune | « Pour la première fois, la ""priorité nationale"" doit être jugée illégale »

« Nous espérons que cette priorité odieuse sera jugée illégale, le RN hors-la-loi, et que ce procès mettra un terme à la promotion de cette proposition abjecte. »

➡️ www.liberation.fr/idees-et-deb...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;506;https://bsky.app/profile/partisocialiste.bsky.social/post/3kikqwr42v72w;partisocialiste.bsky.social;2024-01-09 16:22:44.735000
507;"[""sécurité / justice""]";[14];"🟣 « Gardez votre vieux monde, nous en voulons un sans violence sexiste et sexuelle »

Suite à l'affaire Depardieu, nous soutenons l'appel aux rassemblements devant toutes les préfectures ou les palais de justice de France jeudi.

➡️ Lire l'appel : www.parti-socialiste.fr/gardez_votre...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;507;https://bsky.app/profile/partisocialiste.bsky.social/post/3kikmkfyyjv25;partisocialiste.bsky.social;2024-01-09 15:04:15.496000
508;"[""sécurité / justice""]";[14];"⚫️ Il y a 9 ans, Philippe Braham, Yohan Cohen, Yoav Hattab et François-Michel Saada étaient assassinés, victimes du terrorisme islamiste.

Nos pensées aux familles et aux survivants de la prise d'otage du magasin Hyper Cacher.

L'antisémitisme n'a pas sa place dans notre République.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;508;https://bsky.app/profile/partisocialiste.bsky.social/post/3kik7wllupi2t;partisocialiste.bsky.social;2024-01-09 11:18:25.342000
509;"[""autre""]";[0];"✨ Les bonnes résolutions militantes, pour une année 2024 engagée !

1️⃣ Suivez notre chaîne WhatsApp pour un condensé d’informations socialistes et des contenus inédits : whatsapp.com/channel/0029...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;509;https://bsky.app/profile/partisocialiste.bsky.social/post/3kiiemiyvl32e;partisocialiste.bsky.social;2024-01-08 17:36:56.325000
510;"[""immigration""]";[7];"🗞️ Tribune | « 201 personnalités appellent à marcher contre la loi immigration » dont @olivierfaure.bsky.social 

« Le 21 janvier nous appelons à manifester dans notre diversité notre attachement à la devise de la République : liberté, égalité, fraternité. »

➡️ www.humanite.fr/politique/lo...";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;510;https://bsky.app/profile/partisocialiste.bsky.social/post/3kihzznc6ee2f;partisocialiste.bsky.social;2024-01-08 14:27:25.831000
511;"[""sécurité / justice""]";[14];"⚫️ Le 8 janvier 2015, dans la série d'attaques terroristes islamistes qui a meurtri la France, Clarissa Jean-Philippe, policière municipale de Montrouge, était assassinée parce qu'elle portait son uniforme.

Nos pensées vont à sa famille et à ses proches, nous n'oublions pas.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;511;https://bsky.app/profile/partisocialiste.bsky.social/post/3kihnbfwtel2t;partisocialiste.bsky.social;2024-01-08 10:39:07.929000
512;"[""immigration""]";[7];"Le projet de loi immigration est adopté par le Parlement.

Ce jour restera comme une date sombre dans l’histoire de la République.

La majorité présidentielle a acté une alliance funeste avec la droite dure et l'extrême droite.

Elle leur a tout cédé, jusqu'à son honneur.";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;512;https://bsky.app/profile/partisocialiste.bsky.social/post/3kgwlwxyma42z;partisocialiste.bsky.social;2023-12-19 22:34:56.838000
513;"[""social""]";[11];"🔴 Les masques tombent : le Président du barrage républicain est celui du mirage républicain.

Il aura cédé à la droite dure et l'extrême droite. Avec son gouvernement, il a trahi ses électeurs et le peuple français.

Parlementaires de la majorité, respectez votre mandat !";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;513;https://bsky.app/profile/partisocialiste.bsky.social/post/3kgw4mufefc2s;partisocialiste.bsky.social;2023-12-19 18:00:51.432000
514;"[""institutions""]";[6];Le barrage est devenu un pont 👀;Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;514;https://bsky.app/profile/partisocialiste.bsky.social/post/3kgvqyggwx42h;partisocialiste.bsky.social;2023-12-19 14:32:34.512000
515;"[""vie politique""]";[15];"Macron c’est la trahison.  

Renaissance qui devait être un barrage contre l'ED renie les valeurs de notre République et ouvre ses portes à Le Pen. 

👉 Caution de retour pour les étudiants étrangers, préférence nationale, déchéance de nationalité : le texte de la honte doit être retiré !";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;515;https://bsky.app/profile/lesjeunessoc.bsky.social/post/3kgvhwhn7wj2b;partisocialiste.bsky.social;2023-12-19 14:08:41.062000
516;"[""éducation"",""vie politique""]";[4,15];"La CMP a donc validé hier une « caution de retour » pour les étudiants étrangers.

Entre indignité et mépris, le gouvernement main dans la main avec la droite attaque par ces mesures l’enseignement supérieur, la recherche, son ouverture et ses valeurs

La Honte 😡

@partisocialiste.bsky.social";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;516;https://bsky.app/profile/alexaneriou.bsky.social/post/3kguz25ks5h2i;partisocialiste.bsky.social;2023-12-19 14:08:13.578000
517;"[""immigration""]";[7];"🏛️ Aujourd'hui à 17h00 débutera la commission mixte paritaire sur le projet de loi immigration.

Les socialistes seront mobilisé·e·s en CMP pour dire non à la loi Darmanin !

Avec Corinne Narassiguin et Marie-Pierre de la Gontrie titulaires, et Patrick Kanner et Boris Vallaud suppléants ⤵️";Parti socialiste;42b4fd01-bluesky-comptes-politiques_.csv;517;https://bsky.app/profile/partisocialiste.bsky.social/post/3kgt66mzovc2x;partisocialiste.bsky.social;2023-12-18 13:50:42.201000
518;"[""social"",""vie politique""]";[11,15];Samedi 30 novembre à 14 h à #Denain, Da So Vas, le collectif des femmes de Hellemmes-Ronchin, organise une Marche pour la Paix pour dénoncer les propos tenus par la Maire de Denain contre les gens du voyage. Marie Toussaint, députée écologiste européenne sera présente.  @euroecolos.bsky.social;Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;518;https://bsky.app/profile/domplancke.bsky.social/post/3lbrih62wak2e;euroecolos.bsky.social;2024-11-25 18:02:05.457000
519;"[""international"",""social""]";[8,11];"“Quand on est violée, on a honte, alors que c’est à eux d'avoir honte.” Gisèle Pélicot

Il faut mettre fin à la culture du viol et aux violences de genre et ajouter le consentement à la définition du viol.
L’UE doit agir contre les violences faites aux femmes, aux filles et aux minorités de genre.";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;519;https://bsky.app/profile/euroecolos.bsky.social/post/3lbrfvjotzk2a;euroecolos.bsky.social;2024-11-25 11:23:41.261000
520;"[""international"",""social"",""institutions""]";[8,11,6];"Avec Nela Riehl, Rima Hassan et Damien Carême, nous avons alerté les VPs du Parlement européen sur le danger pour la diversité et l'anti-racisme que crée cette annulation.   
 
Espérons que nos alertes soient entendues et que la conférence se tienne au plus vite !";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;520;https://bsky.app/profile/melissacamara.bsky.social/post/3lbki37nccs2u;euroecolos.bsky.social;2024-11-22 20:45:00.166000
521;"[""santé""]";[13];"Cette semaine, avec des ONGs européennes et des scientifiques, on a parlé pollution et impacts sur la santé. 

👉🏼 9% des cancers en Europe sont dus à des facteurs environnementaux.

👉🏼 71% des eaux de surfaces sont contaminées, principalement au mercure.";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;521;https://bsky.app/profile/majdoulinesbai.bsky.social/post/3lbkfwglx4s2m;euroecolos.bsky.social;2024-11-22 20:44:51.784000
522;"[""vie politique""]";[15];"Je suis ce matin aux côtés de @lessoulevements.bsky.social dont deux membres sont poursuivi pour avoir refusé de participer à une commission d’enquête à laquelle ils étaient convoqué car arbitrairement désigné•es comme représentant•es du Mouvement.
lessoulevementsdelaterre.org/blog/22-nove...";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;522;https://bsky.app/profile/davidcormand.bsky.social/post/3lbjfy6pg3e2u;euroecolos.bsky.social;2024-11-22 12:41:20.163000
523;"[""international""]";[8];"Ça y est ! Enfin la Cour Pénale Internationale a émis des mandats d’arrêts contre Netanyahu, Gallant et Deïf pour crime contre l’humanité et crime de guerre.

Le génocide du peuple Palestinien doit cesser !";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;523;https://bsky.app/profile/melissacamara.bsky.social/post/3lbhuseril624;euroecolos.bsky.social;2024-11-21 19:44:44.688000
524;"[""international""]";[8];"Le trio droite, socialistes et macronistes ont scellé un pacte pour les désignations des nouveaux commissaires européens validant ainsi la présence d’un vice-président exécutif du « gouvernement » de l’Europe d’extrême droite.
Nos explications 👉 europeecologie.eu/le-pacte-brun";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;524;https://bsky.app/profile/euroecolos.bsky.social/post/3lbhwhcfps22a;euroecolos.bsky.social;2024-11-21 16:53:20.085000
525;"[""environnement""]";[2];"♻️ Réutiliser (seconde main), réparer, recycler. 

La mode circulaire a besoin d’une cadre législatif qui soutienne son développement 💪

On en parle tout à l’heure à Paris !";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;525;https://bsky.app/profile/majdoulinesbai.bsky.social/post/3lbhixvgmrk2u;euroecolos.bsky.social;2024-11-21 13:01:19.188000
526;"[""social""]";[11];"🏳️‍⚧️🤍 En ce 20 novembre 2024, nous rendons hommage aux personnes trans décédées ces dernières années.

La transphobie tue.

Contre la haine transphobe, contre l'ignorance et les mouvements réactionnaires, soyons mobilisé•es.

Je le serai pleinement, à vos côtés, au Parlement européen et ailleurs.";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;526;https://bsky.app/profile/melissacamara.bsky.social/post/3lbfjl5zddc2k;euroecolos.bsky.social;2024-11-21 08:57:19.185000
527;"[""international"",""économie""]";[8,3];"Le projet d’accord de libre échange avec le #Mercosur est un enjeu majeur pour l’avenir de notre agriculture. C’est aussi un sujet fondamental en terme de conception de ce que doit être une économie compatible avec les droits sociaux et les limites planétaires. 👇
lesecologistes.fr/posts/4T8OuM...";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;527;https://bsky.app/profile/davidcormand.bsky.social/post/3lbeo6mg46n2i;euroecolos.bsky.social;2024-11-20 10:02:34.479000
528;"[""international"",""économie""]";[8,3];Qui vote contre l'agriculture française au parlement européen ? La droite et l'extrême droite. Avec le soutien de la FNSEA en passant.;Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;528;https://bsky.app/profile/glennandre.bsky.social/post/3lbeiilrrkk2r;euroecolos.bsky.social;2024-11-20 08:59:21.896000
529;"[""autre""]";[0];"📣🌻💚
Pour suivre les écolos sous un joli ciel bleu…👇";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;529;https://bsky.app/profile/davidcormand.bsky.social/post/3lbei7mpxn32z;euroecolos.bsky.social;2024-11-20 08:58:07.588000
530;"[""vie politique""]";[15];📣 On se retrouve ce mardi 19 novembre, à partir de 18h10, sur France 24 et RFI pour parler 🇪🇺, 🌻 et #Mercosur;Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;530;https://bsky.app/profile/davidcormand.bsky.social/post/3lbctin6jya2m;euroecolos.bsky.social;2024-11-19 16:37:52.914000
531;"[""international"",""institutions""]";[8,6];"Nous sommes consterné·es par les attaques haineuses, misogynes, transphobes et xénophobes lors des auditions des commissaires désigné·es.
Mme la Présidente du Parlement 🇪🇺, prenez des mesures et veillez à ce que la conduite au sein du Parlement soit conforme au Code de conduite et aux valeurs de l'UE";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;531;https://bsky.app/profile/euroecolos.bsky.social/post/3lbakhkiw6s2s;euroecolos.bsky.social;2024-11-18 18:30:05.517000
532;"[""international"",""social"",""institutions""]";[8,11,6];"VICTOIRE: Le Parlement 🇪🇺 a voté pour la reconnaissance mutuelle des liens de parenté et la création d'un certificat UE de filiation🌈

C'est une avancée importante pour les droits des familles LGBTQI+. Pour devenir concrète, c'est désormais aux Etats membres d'adopter ce texte!";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;532;https://bsky.app/profile/saskiabricmont.bsky.social/post/3kgiyo4cxex2g;euroecolos.bsky.social;2023-12-14 19:33:09.959000
533;"[""international"",""social"",""institutions""]";[8,11,6];Le Parlement français doit, également, se saisir de ce sujet en mettant à l’ordre du jour du Sénat la proposition de loi pour faire entrer le consentement dans le code pénal déposée par la sénatrice écologiste Mélanie Vogel. [ni FIN];Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;533;https://bsky.app/profile/euroecolos.bsky.social/post/3kgjpenzvzh26;euroecolos.bsky.social;2023-12-14 19:31:40.839000
534;"[""international"",""social"",""vie politique""]";[8,11,15];Mais l’Allemagne et la France refusent ! Emmanuel Macron, qui a fait de la lutte contre les violences faites aux femmes une grande cause de son quinquennat, doit cesser cette obstruction afin que toutes les femmes de l’Union européenne soient protégées de la même manière ! 3/;Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;534;https://bsky.app/profile/euroecolos.bsky.social/post/3kgjpb2vc2u2c;euroecolos.bsky.social;2023-12-14 19:29:40.072000
535;"[""international"",""social""]";[8,11];"L’objectif de la directive européenne contre les violences faites aux femmes est de protéger, enfin, toutes les femmes de l’Union européenne des violences sexistes et sexuelles. 

Pour cela que nous avons besoin d’une définition claire du viol. 2/";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;535;https://bsky.app/profile/euroecolos.bsky.social/post/3kgjp7fs4ze2c;euroecolos.bsky.social;2023-12-14 19:28:44.426000
536;"[""international"",""social""]";[8,11];"Seul un oui est un oui ! 

Parce que, dans certaines circonstances, dire “non” devient impossible, il faut placer l’absence de consentement au centre de la définition du viol et de l’agression sexuelle partout dans l’Union européenne. 🧶 1/";Délégation Europe écologie au Parlement européen;42b4fd01-bluesky-comptes-politiques_.csv;536;https://bsky.app/profile/euroecolos.bsky.social/post/3kgjp6ghjwl2y;euroecolos.bsky.social;2023-12-14 19:28:11.573000
